id,FTP,Seg1_1,Seg1,pwr_20min,pwr_60min,pwr_10min,pwr_90min,bikeweight_kg,age_under40,gender,attempt_date,act_title,Has_HeartRate,first_bikeCPU_brand,second_CPU_brand
3632,3.377961587,2973.39487,4743.927259,3.046513607,3.16988153,3.71910261,2.472312093,8.542318711,0,0,2021-02-06,Night Ride,0,Garmin,Garmin
3633,3.669248403,2688.860681,4639.615609,4.203449769,3.097669394,4.30078491,2.351502264,10.30859758,1,0,2020-12-24,Lunch Ride,1,Garmin,Wahoo
3634,3.709279327,2797.092654,4129.746855,3.533771944,3.209571062,3.74256287,3.18782372,7.545445237,1,0,2020-12-02,Afternoon Ride,1,Wahoo,Wahoo
3635,3.179516843,2481.746131,4717.793264,3.853178278,3.465638424,3.674356235,2.402825584,9.131520398,0,1,2021-08-22,Evening Ride?????????? ?????????? ,1,Garmin,Garmin
3636,2.4052608,3300.451906,4816.807924,2.96121134,2.552006331,3.70897074,2.018564257,7.007126111,1,1,2021-04-17,Evening Ride,1,Other,Wahoo
3637,2.203383342,3045.636266,4703.805921,3.799650298,2.964866752,2.817698272,1.938052111,7.702247121,1,1,2022-01-04,Morning Ride,0,Other,Bryton
3638,3.267379499,2500.100579,4156.537819,3.512955875,2.653969435,3.270052211,2.607708279,11.86251646,0,1,2020-12-12,?????????? ???????????? ???????????? - ?????? ???????? ?????????? ????????????,1,Bryton,Wahoo
3639,5.266823416,1865.838973,2789.26412,4.682224897,4.704992088,5.205946914,2.626903123,9.157275931,1,0,2022-01-05,Team 25,1,Other,Wahoo
3640,4.508188926,2050.421077,3820.558698,4.07073761,3.330155248,4.444604089,2.626222697,8.192192732,1,0,2021-03-14,Evening Ride,0,Garmin,Not using
3641,4.878490806,2098.576489,4419.391046,3.732379064,3.232198693,4.456266879,1.97783858,9.248869865,0,1,2022-07-23,Evening Ride,1,Bryton,Garmin
3642,4.49758829,1994.642293,2720.945506,3.781740626,3.879246219,4.287109392,3.297065804,8.605392798,1,1,2021-08-02,?????????? ???????????? ??????,1,Garmin,Garmin
3643,4.142874692,1971.714301,3480.836401,3.538732755,3.354303924,3.944666437,3.043182633,8.576186877,0,1,2021-07-10,"Ride in jeddah with jeddah Cyclist, All the respect and thank you from the bottom for the good treatment and their love of the bicycle; and I am honored to ride with them again and always... flag: Saudi Arabia flexed biceps man mountain biking face savoring food grapes purple heart ",1,Bryton,Bryton
3644,3.339429477,2127.134114,4086.793671,3.412641388,3.107001742,3.606120267,2.589672713,6.914673294,0,0,2021-04-24,Morning Ride,0,Garmin,Wahoo
3645,3.174474774,2337.694065,3975.338375,4.051309001,3.444321444,3.561241635,2.772521028,9.174933453,0,0,2022-08-26,Evening Ride,1,Garmin,Garmin
3646,4.389019462,2657.214687,3730.389292,4.017174933,3.685333896,5.140845121,3.028960736,9.377002104,1,1,2021-08-20,Evening Ride,1,Garmin,Garmin
3647,2.956741606,2966.94693,5381.036699,3.492403847,2.562612777,3.347268461,2.719156599,6.856007069,1,1,2021-12-02,Cycling ,1,Garmin,Wahoo
3648,2.249482476,3179.219158,5180.393117,3.13937234,2.294091368,3.403600987,2.151702834,8.687366413,1,0,2022-10-04,Evening Ride,1,Bryton,Garmin
3649,3.043968906,2501.037026,4435.641235,2.85320837,2.628956021,2.767368362,1.863235621,11.2179388,1,1,2022-05-12,Evening Ride,1,Garmin,Garmin
3650,3.024891357,2585.208415,4898.615654,4.064715477,2.505750685,4.430803655,2.433872787,9.079543603,0,1,2021-05-03,Night Ride,1,Bryton,Garmin
3651,3.165127763,2287.440268,4434.635627,3.356511604,2.958096762,4.019656143,2.9414191,9.457082037,1,0,2021-09-13,Evening Ride,1,Other,Wahoo
3652,4.936150395,2057.041114,3810.594896,4.53194524,3.105452263,5.447089094,3.400954988,9.305990797,0,0,2021-09-18,Night ride,1,Wahoo,Bryton
3653,1.897338172,3082.308863,5239.911363,2.081281228,1.920228083,2.128388549,1.473757008,9.983862938,1,0,2021-09-25,Night Ride,0,Bryton,Garmin
3654,2.451708916,2462.65314,5329.225262,3.370714077,2.176457367,2.994159798,2.114745283,9.660145389,1,1,2021-01-21,Morning Ride,1,Other,Not using
3655,3.683684906,2715.454113,4284.408336,3.118785635,2.685957245,3.118108807,3.186816006,8.128877751,0,0,2022-07-22,Afternoon Ride,0,Bryton,Other
3656,4.192975734,2094.166283,4848.107215,3.514433456,2.332710893,3.927574533,2.260975156,8.803710776,0,0,2021-06-09,?????????????? ????????????-???????? ?????? ???????? ???? ????????????-,0,Wahoo,Wahoo
3657,4.038813844,2537.684016,3692.194971,4.302534251,3.63792955,4.496555888,3.351200115,8.955230496,0,0,2022-06-30,?????? ?????? ?????????????? ?????????? ?????????? ?????? ????????,1,Bryton,Wahoo
3658,4.110152041,2555.082437,4305.923524,3.34183397,3.293364349,4.138289616,2.568223381,10.6437658,1,0,2021-07-10,Night Ride,0,Bryton,Garmin
3659,3.647516466,2487.919404,4216.413506,4.113381389,4.070797341,4.942927466,2.659754942,7.707599844,0,1,2022-10-31,Night Ride,0,Bryton,Bryton
3660,4.261993362,1940.900123,3928.968569,3.152412305,2.907586664,3.828209536,2.285265603,8.706358778,0,1,2022-06-15,Evening Ride,1,Wahoo,Wahoo
3661,4.456214564,1823.627074,3617.4987,3.37360733,3.135428473,3.918904645,3.35654337,7.017005283,1,0,2022-07-30,Evening Ride,1,Wahoo,Wahoo
3662,3.318952377,2238.586299,3347.480066,4.568531532,3.817661278,4.172878693,2.908178936,6.797649248,1,1,2021-05-08,Evening Ride,1,Bryton,Wahoo
3663,2.756467834,2618.751228,5490.488018,2.919426019,2.558334324,3.429976805,1.383739705,9.95984723,1,1,2021-04-30,Night Ride,1,Other,Not using
3664,3.791350959,2726.759763,4139.038842,4.452613539,3.35819398,4.302392069,2.852853469,10.23897435,0,0,2022-10-02,1/2 25-30km/h 1/2 20-25km/h,0,Bryton,Wahoo
3665,3.542696436,2470.84736,4223.624842,2.698034271,2.565918518,3.568968375,2.453914637,10.02629071,0,1,2022-07-19,Home to Obhur and back!,0,Garmin,Wahoo
3666,3.971692524,2179.564074,3417.515782,3.026943283,2.978459483,3.732299529,2.651122436,8.574736578,1,0,2021-04-21,Morning Ride,0,Garmin,Garmin
3667,3.454830842,3118.554595,4150.394194,3.101523365,2.955881399,3.930028561,2.326707705,6.141315894,0,0,2021-12-23,Evening Ride,1,Wahoo,Wahoo
3668,3.503742056,2195.720848,4227.257645,3.676472464,3.191805293,3.502934523,3.143473555,8.188767717,0,0,2022-06-28,?????????? ?????????? ?????????? ,0,Wahoo,Garmin
3669,3.521924838,2114.947277,4790.616826,3.9103712,3.6405096,4.310543294,2.709993411,6.128604354,0,1,2021-02-17,Evening Ride,1,Garmin,Garmin
3670,3.024675314,2724.77254,4587.552505,2.683684355,2.475930382,3.189445665,2.425793652,10.46099532,1,1,2021-07-06,Evening Ride,0,Not using,Not using
3671,4.248337283,1586.674884,3931.995093,3.861667784,2.873320254,4.361127891,3.199056292,10.7465827,0,0,2022-05-24,32km,1,Garmin,Garmin
3672,4.516780641,2428.29655,4040.797597,3.981008392,3.577871283,5.17313788,3.155482653,9.415209847,1,0,2021-12-16,Sortie ?? v??lo matinale,1,Wahoo,Wahoo
3673,2.754939794,2622.600789,4812.272639,3.318638847,2.509768411,2.951521939,2.304516691,9.909053524,0,0,2022-10-04,Evening Ride,1,Not using,Not using
3674,3.681528915,2599.115816,4592.007817,3.825652462,3.262138471,4.374552045,2.668279448,8.45217157,0,1,2021-01-29,?????????? ???? ???????? ?????? ,1,Wahoo,Wahoo
3675,4.592119107,2717.042002,4796.139342,3.704882305,2.428792255,4.701269651,2.408137214,7.961722684,1,1,2022-05-05,Morning Ride,1,Bryton,Wahoo
3676,5.191412172,1716.524113,2866.264394,4.430301266,4.135983257,5.462645847,3.338051675,7.104668625,0,0,2021-08-02,Afternoon Ride,0,Wahoo,Garmin
3677,3.437522599,2501.132636,4329.256224,3.400804285,3.260211202,4.590656814,2.075762612,9.775063625,1,1,2021-05-20,3-Mar-13,1,Other,Wahoo
3678,3.635506819,1767.824284,3412.328878,3.909247861,3.578144397,3.539736339,2.846157132,6.48581348,0,0,2022-04-25,Afternoon Ride,1,Other,Wahoo
3679,3.018023066,2294.135415,3755.193931,3.784600281,3.925765344,4.215085179,3.138857166,7.637457289,0,0,2021-08-26,Night Ride,1,Garmin,Wahoo
3680,3.705692685,2292.863538,4238.810052,3.395776085,3.203047024,4.510106664,2.738834311,11.42274458,1,1,2022-03-25,40+,1,Bryton,Garmin
3681,3.144931543,2731.794517,4822.620413,3.588533722,2.886873609,3.99527661,2.633180024,8.89984682,1,1,2022-02-19,Evening Ride,0,Garmin,Garmin
3682,4.253962624,2020.644335,3856.528303,3.466478971,3.390233168,3.852167328,2.126518538,7.677845688,1,1,2022-01-13,???????? ?????? ??????????????,0,Wahoo,Not using
3683,3.639106456,2404.122894,3456.793597,3.5983911,3.377730851,4.256003611,3.033930112,11.06316347,1,0,2022-10-16,Afternoon Ride,0,Bryton,Wahoo
3684,3.245797643,2405.345937,4144.649808,3.442749893,3.326172955,3.304843084,2.734824251,8.745769588,0,0,2022-09-29,Evening Ride,1,Bryton,Wahoo
3685,3.041766859,2780.210853,4545.728606,2.578347841,2.038458604,2.452283629,1.900254971,11.32546142,1,1,2022-06-01,Evening Ride,1,Garmin,Wahoo
3686,3.213124906,2622.487376,4020.091192,3.395372445,3.107365821,3.520569336,2.388382865,10.79268654,0,0,2021-03-11,Morning Ride,1,Bryton,Garmin
3687,3.033336831,2715.500527,4145.297391,2.874574854,2.848338376,3.310619527,2.473549017,11.78907266,0,1,2022-09-11,jeddah cyclist,1,Garmin,Not using
3688,4.187705703,1911.698338,4000.105998,3.54401361,3.453460558,3.755497315,2.770174428,9.159780061,1,0,2021-04-25,First ride with shalabi,1,Wahoo,Garmin
3689,4.634524339,1733.136215,3586.328279,4.562550819,3.716530186,4.966972491,3.746626276,11.38810545,0,0,2021-02-08,Evening Ride,0,Garmin,Garmin
3690,4.202851485,2120.164285,4386.229249,3.759595325,3.397206384,3.977981917,3.003097651,9.804640489,0,0,2022-10-28,Afternoon Ride,1,Wahoo,Wahoo
3691,3.806190165,1771.65661,3280.326157,4.68332073,3.674380753,4.387582896,2.849922362,10.57536066,0,1,2021-12-17,Night Ride,1,Garmin,Other
3692,3.476299384,2765.445886,4051.121633,3.615931555,3.523873748,3.89416348,2.795609792,12.11006872,0,1,2022-04-19,Evening Ride,0,Bryton,Not using
3693,4.379372713,2606.853736,3780.005976,3.735741673,3.570075812,4.685395808,2.920500727,7.391338601,0,0,2022-01-28,Evening Ride,1,Garmin,Garmin
3694,2.14808762,2850.399049,4350.328577,2.370690347,2.481332893,2.886958151,2.242934872,8.360498627,1,0,2021-02-08,I?<80>?m Back man biking ,1,Bryton,Garmin
3695,2.875582904,3037.943483,4439.830594,3.739467758,3.319133999,4.249742252,3.056455371,9.070957139,1,1,2021-10-24,Evening Ride,0,Other,Bryton
3696,3.496104904,2124.824329,4563.425204,3.31755646,2.970396653,3.890096025,1.790324977,9.883178622,1,0,2021-09-29,Afternoon Ride Ramadan 2,1,Garmin,Garmin
3697,2.672483728,3556.311108,3981.151818,3.389636836,2.854254269,3.174082996,2.181672655,9.31105866,1,1,2022-05-30,?????????? ???????? ???????? ?????? ???????????? ?????????? ?????? ???? ?????????? ???? ?????????? ?? ,0,Other,Garmin
3698,2.097700455,2948.026649,4792.061085,3.457578474,3.482645693,3.355370362,2.3426596,7.111083742,1,1,2021-08-02,Evening Ride,1,Not using,Not using
3699,3.54251517,2178.191445,3606.218279,3.862747634,2.911350886,3.908962346,2.789060305,8.800095749,0,1,2022-10-05,?????????? ?????????????? 19-????????????,0,Wahoo,Wahoo
3700,4.749120648,1482.09606,3388.594585,4.453947549,3.966013893,4.28613352,2.860316812,8.688043279,1,0,2022-02-12,?????????????? ??????1440/0617,0,Wahoo,Wahoo
3701,2.885214447,3050.31868,5018.799792,3.154011784,2.767373152,3.700665184,2.09793974,5.507829061,0,1,2022-07-30,Evening Ride,1,Bryton,Bryton
3702,3.023421608,2928.853214,4548.376405,3.174779114,2.491280258,2.765677952,2.106683185,10.94700919,1,1,2020-11-22,Coast ride,0,Not using,Not using
3703,3.34468937,2705.593671,3516.67469,3.310038194,4.06661231,3.911270112,2.522618203,8.04892124,0,0,2021-09-06,?????????? ?????? ???????????? OK hand ,1,Other,Not using
3704,1.431902236,3350.830763,5233.081058,2.924457603,2.834476827,3.199532607,1.933487171,11.22699618,0,1,2022-07-30,Morning Ride,1,Bryton,Wahoo
3705,3.288794634,2606.783815,3999.211631,3.387694646,3.401562995,3.611561707,2.687741424,10.02399631,1,1,2021-02-01,?????????? ????????????,1,Wahoo,Wahoo
3706,3.519911562,3137.481681,4167.082029,2.697114828,3.271014698,3.67947963,2.454329185,8.066773571,1,0,2021-10-04,Night Ride,1,Wahoo,Wahoo
3707,2.719871878,3020.945182,4568.694287,2.662110487,2.518036884,2.694914761,1.746326223,11.66315881,0,0,2022-11-09,Evening Ride,1,Bryton,Not using
3708,4.185528484,2419.653127,4221.998635,4.454345899,3.36867848,4.767518259,2.496991304,8.405565551,1,0,2022-01-31,Evening Ride,1,Wahoo,Wahoo
3709,3.322047753,3068.55141,4894.712476,2.519444622,2.681820939,3.192214004,2.345054164,9.452898881,1,0,2022-08-06,Evening Ride,1,Garmin,Wahoo
3710,2.069689254,3337.500251,4744.595584,1.969249242,2.207885531,2.231184771,2.073894793,10.35226999,1,1,2022-05-10,Last ride of the year ,1,Other,Wahoo
3711,3.605360973,2183.557622,4845.248773,3.471375361,2.589619896,3.392134084,2.034528275,9.589698648,0,0,2021-08-31,?????????? ???????? ???????? ???????????? ???????????? ?????? ???????? ???????????????? ??????????????,1,Wahoo,Wahoo
3712,2.990003118,3020.858169,5105.160036,3.381866931,2.13962286,3.209432539,2.22861348,8.908251806,1,1,2021-02-01,Night Ride,1,Bryton,Garmin
3713,3.23914707,3073.34022,4320.613129,3.245315374,2.925075206,2.992269576,2.409091804,11.13443044,0,1,2021-01-16,Evening Ride,1,Bryton,Wahoo
3714,4.807602324,1972.813641,3677.867563,3.547772402,3.091445041,4.045533477,2.70802343,8.625788637,0,0,2021-05-25,Evening Ride,0,Wahoo,Wahoo
3715,3.358392265,2358.811915,4024.407248,3.92071729,3.696386135,3.782010026,2.763034511,8.78982609,1,0,2022-10-19,Evening Ride,1,Garmin,Garmin
3716,3.048790547,2753.864611,4156.228784,3.191145093,2.653122485,3.524074616,2.789977073,8.982798168,0,0,2022-06-09,Solo trip,0,Other,Garmin
3717,2.033097004,3098.630134,4285.144146,2.677206311,2.541480178,2.772178184,2.773949259,11.41491645,1,0,2022-02-27,Night Ride,1,Bryton,Garmin
3718,2.554889442,2983.855212,3877.242631,3.292083523,2.992195732,2.987411034,2.909450657,6.943170202,1,0,2022-03-03,Evening Ride,1,Other,Garmin
3719,3.979040304,3125.386832,3965.530277,3.303350584,3.111553397,4.047266365,2.962606302,8.476969597,1,1,2022-01-29,Evening Ride,0,Other,Garmin
3720,3.118831702,2568.151722,4542.175763,3.027575937,2.541011007,3.000268788,2.646572901,7.179315612,1,1,2022-10-26,Evening Ride,1,Garmin,Wahoo
3721,4.159242306,2368.129495,4516.106002,4.416883613,3.060243757,4.179867725,2.605452573,8.048716356,1,0,2022-08-05,Evening Ride,1,Wahoo,Garmin
3722,4.644727573,1708.11232,2663.055013,4.094745357,4.095919361,4.3476334,2.796858229,8.135668534,0,0,2022-07-31,Evening Ride,0,Garmin,Wahoo
3723,4.599721882,1894.006226,4089.129317,3.334219315,3.109738512,4.330581492,1.851796896,10.17794937,0,1,2021-08-25,Evening Ride,1,Garmin,Wahoo
3724,5.364150609,1258.195933,3300.962835,4.800137944,3.432823456,4.757749804,3.236254658,8.941698323,0,0,2022-01-11,Night Ride,0,Garmin,Garmin
3725,3.300493552,2714.604308,4148.103239,3.363099939,2.88542676,3.253227569,2.820971688,8.721879769,1,1,2021-02-23,Morning Ride,0,Other,Garmin
3726,3.1491255,3071.583565,4963.911786,3.009750559,2.467397284,3.792867714,2.394795589,9.823305987,1,0,2021-11-10,Night Ride,1,Bryton,Bryton
3727,3.789747165,3001.652643,4009.412639,3.333935456,3.144471962,3.944080708,2.811767715,6.937160984,1,1,2022-05-22,1st day jeddah challenge ,1,Garmin,Wahoo
3728,4.515817305,2187.061199,4750.260894,3.351628241,2.931823739,4.40757649,2.907891343,11.07516475,0,1,2020-12-28,Evening Ride,1,Garmin,Wahoo
3729,2.571680661,3064.57581,4322.51702,2.290027596,1.927330622,2.08347612,2.512852456,7.722352949,1,1,2020-11-30,Night Ride,1,Other,Garmin
3730,4.244975676,2751.327088,3476.476878,4.148153298,4.27493552,5.212688655,3.091448614,9.365644743,1,0,2022-10-14,Evening Ride,1,Other,Wahoo
3731,4.553791691,1923.700537,3566.185804,4.428937119,3.398324956,4.369827443,2.942303312,8.63628412,1,0,2021-11-18,Evening Ride,1,Wahoo,Wahoo
3732,3.149124905,2276.708693,4391.78387,4.059988817,3.293201077,4.297876529,2.805897799,9.174721293,0,0,2022-01-18,Night Ride,1,Other,Garmin
3733,3.193901158,2536.926514,4023.969512,3.590500516,3.312382867,3.626788038,3.68330437,6.792028053,0,1,2021-01-06,Evening Ride10,0,Bryton,Wahoo
3734,3.374697615,2705.570818,4317.886961,3.89822999,3.680516335,4.086670128,2.548757062,7.417009983,1,1,2022-06-27,Evening Ride,1,Garmin,Wahoo
3735,3.864893739,2058.257108,3919.523141,4.121630662,3.714004305,4.531265892,3.20804705,9.624639438,0,0,2021-05-31,Evening Ride,0,Other,Garmin
3736,3.079237171,2725.155464,4357.582483,2.839985662,2.075212307,3.076859993,2.623613594,7.916047503,0,1,2022-10-04,Evening Ride,0,Garmin,Garmin
3737,4.754019801,2480.839432,3585.185311,4.548583145,4.080711937,5.387314618,2.846773995,6.812834311,0,1,2022-11-02,Evening Ride,1,Bryton,Wahoo
3738,3.532545209,2097.222348,3979.721981,4.11162058,3.170605796,3.957749331,2.904232818,10.86657621,0,0,2022-08-16,???????? ?????????? ???? ???????? ?????? two hearts person biking: light skin tone ,1,Bryton,Bryton
3739,4.05490419,2822.750563,3653.705479,3.598955867,3.516958919,4.523990347,3.44385923,10.06588819,1,0,2021-01-20,Morning Ride,1,Garmin,Wahoo
3740,2.894051078,2650.04672,5378.911967,3.788628613,2.90097378,4.224612463,2.351559018,7.18113326,1,1,2021-04-11,Evening Ride ?????????? ?????? ?????? ???? ?????? ?????????????? ,0,Garmin,Wahoo
3741,4.736769286,1982.239428,4090.386191,4.581932833,3.16782216,5.040883121,3.146569647,10.3153053,0,1,2021-06-04,Camel Obhur Ride,1,Garmin,Not using
3742,2.668999797,2885.211538,4473.444399,3.423422864,2.886892731,4.083117655,2.543726124,6.948984418,1,1,2021-01-31,Evening Ride,1,Other,Wahoo
3743,5.297254404,1735.124871,3862.092443,4.636947209,4.138253307,5.228604277,2.825659231,10.33394031,1,1,2020-12-08,Evening Ride,1,Garmin,Garmin
3744,3.884386765,1934.022302,3883.711925,3.434614104,2.494264532,3.26972084,2.689730454,8.14178585,0,1,2022-04-05,Night Ride,1,Other,Garmin
3745,4.314895966,2996.952605,3811.602584,3.017162827,2.905097073,3.728903109,2.901521117,11.32430401,1,1,2022-02-03,Morning Ride,0,Garmin,Wahoo
3746,5.146686877,2041.390609,3965.719248,3.942234731,3.038870205,4.174445208,2.891018149,9.278197206,0,1,2021-01-19,???????? ?????????? ???? ?????????? ???????? ,0,Wahoo,Garmin
3747,4.06722183,1671.606427,4066.803509,4.162187932,3.838728514,4.694852026,2.704612337,7.025077322,0,0,2022-09-13,Evening Ride,1,Bryton,Wahoo
3748,3.804239449,2039.103632,4434.293602,4.130354591,3.261312741,4.730315246,2.800676171,7.312131448,0,0,2021-10-05,Morning Ride,0,Not using,Not using
3749,3.892077874,1974.190251,3663.704053,3.78824182,3.387433708,3.707765974,2.771260489,8.521596066,0,0,2022-04-12,Night Ride,1,Garmin,Garmin
3750,3.153325014,2113.706544,4519.26393,3.421520987,3.298434303,3.749547632,2.201891003,7.003539171,0,0,2021-05-30,Evening Ride,1,Garmin,Wahoo
3751,4.082448602,1696.804295,4807.843048,3.428787564,3.079013322,4.071272051,2.369967571,10.99790696,0,0,2022-08-20,Night Ride,1,Wahoo,Wahoo
3752,2.951736896,3017.745456,3779.745773,3.083187034,3.31646519,2.451817672,2.220585309,9.694190676,1,0,2022-10-14,Evening Ride,1,Bryton,Wahoo
3753,3.545660947,2610.532614,4195.434406,3.823774461,3.055922134,3.815304399,2.544973099,10.10782704,0,1,2021-03-19,Evening Ride,0,Garmin,Not using
3754,3.825037707,2270.086505,4575.865058,3.476856535,3.000552474,3.960803119,2.112519414,10.35448596,1,0,2021-01-22,Evening Ride,0,Other,Wahoo
3755,3.693264676,2579.443914,3979.859589,3.395586119,3.237297189,3.419293434,2.498643022,11.17656809,1,0,2022-10-06,Night Ride,0,Not using,Not using
3756,1.980527159,3364.797102,4518.338758,2.780433724,2.9528903,2.639191398,2.487464027,10.3888223,0,1,2021-12-22,?????????? ???????? ???????????? ???? ?????? ?????????????? ,1,Other,Wahoo
3757,2.401521224,2787.484681,4533.146056,2.633100516,3.12997413,2.857567498,1.801256573,7.383194482,0,0,2021-09-19,13/9/2017,1,Bryton,Wahoo
3758,4.543792989,2130.406594,3914.322251,4.245275452,3.176921432,4.424147079,2.753694899,9.684776347,1,0,2022-04-04,Morning Ride ,1,Garmin,Garmin
3759,2.606312307,2771.105243,4092.690287,3.662067384,3.463516221,3.438814139,2.987611503,9.828016166,0,0,2022-05-11,Morning Ride,0,Bryton,Wahoo
3760,2.491269309,3458.681544,4996.453146,1.943265326,1.583318682,2.498606044,1.883308019,11.67551168,1,0,2021-04-26,Afternoon Ride,0,Bryton,Wahoo
3761,4.067098652,2585.365831,4618.193263,3.547743739,3.581192479,4.170261227,2.436212043,10.61922223,1,0,2021-06-06,Morning Ride,1,Bryton,Garmin
3762,4.493055844,2069.837852,4393.217822,3.881889391,2.705803877,3.659969509,3.195222151,7.83701979,0,0,2021-07-01,Evening Ride,0,Garmin,Garmin
3763,3.655815397,2394.444537,4524.039619,3.845528945,3.447840094,4.717224446,2.438357491,9.506413698,1,1,2021-06-12,Evening Ride,0,Garmin,Other
3764,4.555485948,2237.457117,3202.000109,4.061713022,3.271095819,4.600629886,3.208649839,11.09293924,0,1,2021-02-18,Evening Ride,1,Garmin,Garmin
3765,4.96503362,1938.529785,3326.849326,4.746792599,3.779941413,5.030691491,3.149154239,8.703143608,1,0,2022-06-15,26-Dec-15,1,Wahoo,Wahoo
3766,3.719141644,2087.131826,4701.933368,4.080105241,3.113936119,4.624262725,1.848177791,9.587542373,1,0,2022-07-02,?????????? ???????????????? ???? ???????? ?????? Exercise Wednesdayjeddah cyclist ,1,Wahoo,Wahoo
3767,3.495464389,1825.215435,4000.538469,4.353309072,3.89748093,4.587099079,3.655980147,5.144210905,0,0,2021-10-25,?????????? ???????????????? ????????,1,Bryton,Garmin
3768,3.038019749,2354.824492,4478.109024,3.523380043,2.910227236,3.617059838,2.767954152,8.041581691,1,1,2022-10-22,Nice Relaxed Ride next the Red Sea,1,Other,Not using
3769,4.839547974,1719.695648,3131.505313,4.696083362,4.451952988,5.295489332,2.938905071,9.514111593,0,0,2022-01-01,Night Ride,1,Bryton,Bryton
3770,3.287464549,2372.675545,4936.19874,3.309937765,2.529399164,3.458715938,2.660843261,8.611862196,0,0,2021-04-14,Afternoon Ride,0,Bryton,Wahoo
3771,3.274757007,3355.105909,4839.144071,3.025571926,2.708253893,4.458240917,2.883785252,6.953702553,1,0,2021-05-24,Evening Ride,1,Bryton,Wahoo
3772,3.232958456,2462.913119,4197.860524,2.764030265,2.909393674,3.502990866,2.582152512,6.585898051,0,0,2022-06-22,Morning Ride,1,Garmin,Wahoo
3773,4.797188197,2247.870887,3360.291443,4.998641853,4.26394338,4.967184784,2.441826241,8.545345157,0,1,2022-03-01,Evening Ride,0,Garmin,Garmin
3774,4.809595693,2243.578859,4014.2223,4.571090332,3.723194927,5.187879754,3.429256892,9.413260847,1,1,2021-07-16,Evening Ride,1,Other,Not using
3775,4.278943475,2138.797173,4078.571558,3.927213291,2.746353807,4.007610075,2.83266803,10.69046224,0,1,2020-11-29,Morning Ride,1,Wahoo,Wahoo
3776,3.96505686,1675.907157,4726.438925,4.15169414,3.487877955,4.818782907,1.726543034,10.91768993,0,1,2021-01-24,Evening Ride,0,Bryton,Wahoo
3777,3.403415616,2560.039973,3999.045077,3.774134848,3.812329314,4.360515503,2.419920787,7.986037843,1,1,2021-10-30,Night Ride,0,Other,Garmin
3778,2.96531585,3185.244586,4837.972095,2.219445148,2.250206623,3.31930128,2.259635308,8.291410472,0,1,2022-05-25,Evening Ride,1,Other,Garmin
3779,3.284693585,2865.543987,4360.63381,2.894896842,2.366023245,3.292193304,2.908711016,8.676516178,0,0,2022-05-17,?????????? ???????? ???? ???????? ,1,Not using,Not using
3780,3.266307951,3302.237795,4312.015163,2.528427761,2.894479498,3.29219113,2.650247634,9.604340024,0,0,2021-01-08,Night Ride,1,Other,Not using
3781,4.446787088,2363.08928,3386.387592,4.261925843,4.316653718,4.819500104,2.649496861,11.58374062,1,0,2022-11-04,Morning Ride,1,Wahoo,Not using
3782,3.538000075,2794.430884,3376.660916,2.727941804,2.352551088,2.889889624,3.060666853,9.67708693,1,0,2021-05-05,???????? ???? ??????????,1,Not using,Not using
3783,2.431502691,2631.146773,5262.364822,3.414133408,2.987695201,3.482428078,2.385952188,4.383240054,1,1,2021-01-11,Afternoon Ride,1,Other,Wahoo
3784,3.691428504,3003.306994,4247.712833,3.41147093,2.794024911,4.311578187,2.952236482,10.6148942,1,1,2021-07-21,Evening Ride,1,Bryton,Wahoo
3785,4.888643146,1600.424073,3915.559292,4.030147597,3.334115716,4.363964455,3.110453104,10.52493109,0,1,2022-04-28,Night Ride,1,Garmin,Wahoo
3786,2.839746044,3533.617088,4734.8135,1.911528726,1.695547463,2.152090775,2.240239671,9.24343103,1,1,2022-11-04,Morning Ride,1,Other,Garmin
3787,4.650396061,1880.101682,4220.310183,3.820388763,3.103294126,4.589684142,2.689578198,9.27445518,1,1,2022-10-22,Morning Ride,1,Bryton,Garmin
3788,2.893268202,2003.474561,4012.370077,3.401786532,2.853254245,2.683039439,3.043555322,10.74553958,0,1,2021-02-06,Lunch Ride,1,Bryton,Wahoo
3789,1.242461823,2971.725285,4781.795744,3.232998415,3.500786841,2.768099929,2.327553036,9.056951745,1,1,2022-10-06,Night Ride,1,Bryton,Other
3790,4.157581195,2497.140039,4050.418139,3.957927311,2.850818983,4.373034775,2.481192818,10.97602288,1,1,2021-03-12,?????????? ????????????,0,Wahoo,Bryton
3791,4.135887381,2041.551751,3179.382902,4.103607793,3.803241121,4.842656744,3.620958626,8.329026708,1,1,2022-06-04,Jeddah Time,1,Garmin,Wahoo
3792,2.194917003,2555.879804,4268.026263,2.978292132,2.726711383,2.671704464,2.18250805,9.965960296,1,0,2022-01-15,Evening Ride,1,Garmin,Wahoo
3793,4.300661524,2756.993027,4375.831023,3.959350108,3.853408694,5.062860671,2.861043333,9.398344869,1,1,2022-11-06,Afternoon Ride,0,Other,Garmin
3794,5.924287191,1740.685987,3264.134944,4.085981875,3.425740668,5.161569963,3.080904588,12.51447552,1,0,2022-05-08,Morning Ride,1,Wahoo,Not using
3795,3.552593516,3095.033468,4720.331414,3.053541879,2.837362279,3.949592501,2.788296436,8.934562819,0,1,2021-09-03,Night Ride,1,Garmin,Wahoo
3796,4.756122561,1820.210484,3639.110726,3.587538689,3.20985736,3.486029577,2.455884278,9.20637568,0,0,2022-11-15,25-12-2017,1,Garmin,Wahoo
